0x00000000	Reset
0x01A09498	TSCPLoader::SCPLoad(unsigned long, unsigned long, unsigned long)
0x01A0949C	TSCPLoader::SCPInit(unsigned long)
0x01A094A0	TCMEventHandler::Init(unsigned long, unsigned long)
0x01A094A4	TCMWorld::SCPCheck(unsigned long)
0x01A094A8	TCMWorld::SCPLoad(unsigned long, unsigned long, unsigned long, TUMsgToken *, unsigned long)
0x01A094AC	TSCPLoader::GetLastDevice(void)
0x01A094B0	TICHandler::Init(unsigned long)
0x01A094B4	TICHandler::Send(unsigned long)
0x01A094B8	TICHandler::SendICMessage(unsigned long)
0x01A094BC	TICHandler::SetTimer(unsigned long)
0x01A094C0	TICHandler::ResetTimer(unsigned long)
0x01A094C4	TICHandler::SampleInterconnectStateMachine(void)
0x01A094C8	TICHandler::IC_InterruptHandler(void)
0x01A094CC	TICHandler::IC_TimerInterruptHandler(void)
0x01A094D0	TSharpIRTool::TSharpIRTool(unsigned long)
0x01A094D4	TAsyncSerTool::TAsyncSerTool(unsigned long)
0x01A094D8	TClassOneModem::TClassOneModem(unsigned long)
0x01A094DC	TXmitBufDscrptr::TXmitBufDscrptr(void)
0x01A094E0	TCommToolEventPB::TCommToolEventPB(unsigned long)
0x01A094E4	TFaxToolInterface::TFaxToolInterface(unsigned long, unsigned long)
0x01A094E8	TFramedAsyncSerTool::TFramedAsyncSerTool(unsigned long)
0x01A094EC	TCommToolMsgContainer::TCommToolMsgContainer(void)
0x01A094F0	TMNP::TMNP(unsigned long)
0x01A094F4	TP3Tool::TP3Tool(unsigned long)
0x01A094F8	TFaxTool::TFaxTool(unsigned long)
0x01A094FC	TMNP_CCB::TMNP_CCB(void)
0x01A0A500	TSerTool::TSerTool(unsigned long)
0x01A0A504	TFIQTimer::TFIQTimer(unsigned long *)
0x01A0A508	TP3Packet::TP3Packet(void)
0x01A0A50C	TSharpIRTool::~TSharpIRTool(void)
0x01A0A510	TAsyncSerTool::~TAsyncSerTool(void)
0x01A0A514	TClassOneModem::~TClassOneModem(void)
0x01A0A518	TXmitBufDscrptr::~TXmitBufDscrptr(void)
0x01A0A51C	TFaxToolInterface::~TFaxToolInterface(void)
0x01A0A520	TFramedAsyncSerTool::~TFramedAsyncSerTool(void)
0x01A0A524	TMNP::~TMNP(void)
0x01A0A528	TP3Tool::~TP3Tool(void)
0x01A0A52C	TFaxTool::~TFaxTool(void)
0x01A0A530	TSerTool::~TSerTool(void)
0x01A0A534	TP3Packet::~TP3Packet(void)
0x01A0A538	TSerialEndpoint::Abort(void)
0x01A0A53C	TSharpIRTool::AbortReceive(long)
0x01A0A540	TSharpIRTool::AbortSend(long)
0x01A0A544	TSerialEndpoint::Accept(TEndpoint *, TOptionArray *, TOptionArray *, CBufferSegment *, long, unsigned long)
0x01A0A548	TMNP::AcceptorTimeOut(void)
0x01A0A54C	TSharpIRTool::AcceptStart(void)
0x01A0A550	TClassOneModem::AcceptStart(void)
0x01A0A554	TMNP::AcceptStart(void)
0x01A0A558	TMNP::AckTimeOut(void)
0x01A0A55C	TFIQTimer::AcquireFIQTimer(void (*)(void *, unsigned long), void *)
0x01A0A560	ad_frq_decode(TMNPClass5Vars *)
0x01A0A564	ad_frq_encode(TMNPClass5Vars *)
0x01A0A568	ad_frq_rcv(TMNPClass5Vars *)
0x01A0A56C	ad_frq_rx_init(TMNPClass5Vars *)
0x01A0A570	ad_frq_tx_init(TMNPClass5Vars *)
0x01A0A574	ad_frq_xmt(TMNPClass5Vars *)
0x01A0A578	ad_token_flush(TMNPClass5Vars *)
0x01A0A57C	ad_token_store(TMNPClass5Vars *)
0x01A0B580	TSharpIRTool::AddCurrentOptions(TOptionArray *)
0x01A0B584	TAsyncSerTool::AddCurrentOptions(TOptionArray *)
0x01A0B588	TFramedAsyncSerTool::AddCurrentOptions(TOptionArray *)
0x01A0B58C	TSerTool::AddCurrentOptions(TOptionArray *)
0x01A0B590	TSharpIRTool::AddDefaultOptions(TOptionArray *)
0x01A0B594	TAsyncSerTool::AddDefaultOptions(TOptionArray *)
0x01A0B598	TFramedAsyncSerTool::AddDefaultOptions(TOptionArray *)
0x01A0B59C	TSerTool::AddDefaultOptions(TOptionArray *)
0x01A0B5A0	TSerialEndpoint::AddToAppWorld(void)
0x01A0B5A4	TClassOneModem::AdjustForConnectSpeed(void)
0x01A0B5A8	TClassOneModem::AdjustForReset(void)
0x01A0B5AC	TFaxTool::AdjustSpeedForFTT(void)
0x01A0B5B0	TFaxToolInterface::AECompletionProc(TUMsgToken *, unsigned long *, TAEvent *)
0x01A0B5B4	TFaxToolInterface::AETestEvent(TAEvent *)
0x01A0B5B8	TSharpIRTool::AllocateBuffers(void)
0x01A0B5BC	TAsyncSerTool::AllocateBuffers(void)
0x01A0B5C0	TFramedAsyncSerTool::AllocateBuffers(void)
0x01A0B5C4	TFaxTool::AllocateLineBuffers(void)
0x01A0B5C8	AllocPCSpyTimer(void *, void *)
0x01A0B5CC	TClassOneModem::BeginModemCommand(unsigned long)
0x01A0B5D0	TFaxToolInterface::BeginPage(unsigned char)
0x01A0B5D4	TSerialEndpoint::Bind(TOptionArray *, long *, unsigned long)
0x01A0B5D8	TClassOneModem::BlockGetAndPutChannel(void)
0x01A0B5DC	BTDecode(TCompressVars *, unsigned int)
0x01A0B5E0	BTEncode(TCompressVars *, unsigned int)
0x01A0B5E4	BTFlush(TCompressVars *)
0x01A0B5E8	BTInitDe(TCompressVars *)
0x01A0B5EC	BTInitEn(TCompressVars *)
0x01A0B5F0	TFaxTool::BufferNextLine(TFaxLineBuf &)
0x01A0B5F4	TClassOneModem::BuildCommand(unsigned char const *, unsigned char *, unsigned long, unsigned char *, unsigned long, unsigned char *, unsigned long)
0x01A0B5F8	TFaxTool::BuildControlFrame(unsigned char, unsigned char *, unsigned long, unsigned char)
0x01A0B5FC	TFaxTool::BuildDCS(TT30Capabilities &, TT30Capabilities &)
0x01A0C600	TAsyncSerTool::BytesAvailable(unsigned long &)
0x01A0C604	TClassOneModem::C1CnctBegin(void)
0x01A0C608	TClassOneModem::C1CnctConfigModem(void)
0x01A0C60C	TClassOneModem::C1CnctConnectComplete(void)
0x01A0C610	TClassOneModem::C1CnctDial(void)
0x01A0C614	TClassOneModem::C1CnctDialPrefs(void)
0x01A0C618	TClassOneModem::C1CnctSetClass(void)
0x01A0C61C	TClassOneModem::C1CnctWaitForConnect(void)
0x01A0C620	TClassOneModem::C1IdACLCheckForMNP10(void)
0x01A0C624	TClassOneModem::C1IdACLCheckForV32bis(void)
0x01A0C628	TClassOneModem::C1IdACLCheckSetAutoModeResponse(void)
0x01A0C62C	TClassOneModem::C1IdACLCheckV32bisCmdResponse(void)
0x01A0C630	TClassOneModem::C1IdACLGetMNP10CmdResponse(void)
0x01A0C634	TClassOneModem::C1IdACLSetProfile(void)
0x01A0C638	TClassOneModem::C1IdACLSetV32bis(void)
0x01A0C63C	TClassOneModem::C1IdAreYouThere(void)
0x01A0C640	TClassOneModem::C1IdBegin(void)
0x01A0C644	TClassOneModem::C1IdCheck4HCode(void)
0x01A0C648	TClassOneModem::C1IdCheck4Response(void)
0x01A0C64C	TClassOneModem::C1IdCheckForLCS(void)
0x01A0C650	TClassOneModem::C1IdGetCheck4HCodeCmdResponse(void)
0x01A0C654	TClassOneModem::C1IdGetIdCmdResponse(void)
0x01A0C658	TClassOneModem::C1IdGetModemId(void)
0x01A0C65C	TClassOneModem::C1IdModem(void)
0x01A0C660	TClassOneModem::C1IdModemComplete(long)
0x01A0C664	TClassOneModem::C1IdReset(void)
0x01A0C668	TClassOneModem::C1IdSetS0(void)
0x01A0C66C	TClassOneModem::C1IdWait4Reset(void)
0x01A0C670	TClassOneModem::C1IdWakeUp(void)
0x01A0C674	TClassOneModem::C1PktAbort(void)
0x01A0C678	TClassOneModem::C1PktCheckPktCRC(Class1CmdResults)
0x01A0C67C	TClassOneModem::C1PktCheckPutResult(Class1CmdResults)
0x01A0D680	TClassOneModem::C1PktComplete(long)
0x01A0D684	TClassOneModem::C1PktContinue(long)
0x01A0D688	TClassOneModem::C1PktGetBytes(Class1CmdResults)
0x01A0D68C	TClassOneModem::C1PktGetPktCRC(void)
0x01A0D690	TClassOneModem::C1PktGetPutResult(void)
0x01A0D694	TClassOneModem::C1PktPutBytes(Class1CmdResults)
0x01A0D698	TClassOneModem::C1PktRecvCmd(void)
0x01A0D69C	TClassOneModem::C1PktTransCmd(Class1CmdResults)
0x01A0D6A0	TClassOneModem::C1PktTransSilent(void)
0x01A0D6A4	TClassOneModem::CancelMNPConnect(void)
0x01A0D6A8	TFaxTool::CancelModemCmd(void)
0x01A0D6AC	TP3Tool::CancelModemCmds(void)
0x01A0D6B0	TMNP::CancelRcv(void)
0x01A0D6B4	TMNP::CancelTimer(void)
0x01A0D6B8	TP3Tool::CancelTimer(void)
0x01A0D6BC	TFaxTool::CancelTimer(void)
0x01A0D6C0	TMNP::CancelXmit(void)
0x01A0D6C4	TMNP::CancelXmitAbortTimer(void)
0x01A0D6C8	TAsyncSerTool::CarrierTimerInterrupt(unsigned long)
0x01A0D6CC	TSerTool::ChangeSpeed(unsigned long)
0x01A0D6D0	TClassOneModem::CheckForErrorResult(unsigned long)
0x01A0D6D4	TSharpIRTool::CheckReceiveDone(void)
0x01A0D6D8	TIRService::ClassInfo(void) static
0x01A0D6DC	TP3Service::ClassInfo(void) static
0x01A0D6E0	TFaxService::ClassInfo(void) static
0x01A0D6E4	TMNPService::ClassInfo(void) static
0x01A0D6E8	TAsyncService::ClassInfo(void) static
0x01A0D6EC	TModemService::ClassInfo(void) static
0x01A0D6F0	TSerialEndpoint::ClassInfo(void) static
0x01A0D6F4	TSerialChip16450::ClassInfo(void) static
0x01A0D6F8	TFramedAsyncService::ClassInfo(void) static
0x01A0D6FC	TFaxToolInterface::CleanUpAfterConnect(void)
0x01A0E700	TP3Tool::ClearPacketsWaitingOnAck(int)
0x01A0E704	TSerialEndpoint::Close(void)
0x01A0E708	TP3Tool::CloseComplete(long)
0x01A0E70C	TFaxTool::CloseComplete(long)
0x01A0E710	TFaxToolInterface::CloseSession(unsigned char)
0x01A0E714	TP3Tool::CnctPostConnect(long)
0x01A0E718	TFaxTool::CompatibleRemoteRcvr(TT30Capabilities &)
0x01A0E71C	TFaxTool::CompatibleRemoteXmtr(TT30Capabilities &)
0x01A0E720	TAsyncSerTool::ConfigureModemInterrupts(void)
0x01A0E724	TSerialEndpoint::Connect(TOptionArray *, TOptionArray *, CBufferSegment *, long *, unsigned long)
0x01A0E728	TClassOneModem::ConnectComplete(long)
0x01A0E72C	TClassOneModem::ConnectModemComplete(void)
0x01A0E730	TClassOneModem::ConnectModemContinue(long)
0x01A0E734	TSharpIRTool::ConnectStart(void)
0x01A0E738	TClassOneModem::ConnectStart(void)
0x01A0E73C	TMNP::ConnectStart(void)
0x01A0E740	TP3Tool::ConnectStart(void)
0x01A0E744	TFaxTool::ConnectStart(void)
0x01A0E748	TSerTool::ConnectStart(void)
0x01A0E74C	TFaxToolInterface::ContinueClose(void)
0x01A0E750	TAsyncSerTool::ContinueOutputIH(unsigned char)
0x01A0E754	TAsyncSerTool::ContinueOutputST(unsigned char)
0x01A0E758	TSerTool::ControlComplete(TCommToolReply &)
0x01A0E75C	TAsyncSerTool::DataInObserver(unsigned char)
0x01A0E760	TAsyncSerTool::DeallocateBuffers(void)
0x01A0E764	TFramedAsyncSerTool::DeallocateBuffers(void)
0x01A0E768	TFIQTimer::DecrementFIQTimers(unsigned long)
0x01A0E76C	TIRService::Delete(void)
0x01A0E770	TP3Service::Delete(void)
0x01A0E774	TFaxService::Delete(void)
0x01A0E778	TMNPService::Delete(void)
0x01A0E77C	TAsyncService::Delete(void)
0x01A0F780	TModemService::Delete(void)
0x01A0F784	TSerialEndpoint::Delete(void)
0x01A0F788	TFramedAsyncService::Delete(void)
0x01A0F78C	TP3Tool::DeliverInput(void)
0x01A0F790	desort_freq_table(TMNPClass5Vars *)
0x01A0F794	dict_init(TCompressVars *, unsigned int)
0x01A0F798	TSerialEndpoint::Disconnect(CBufferSegment *, long, long)
0x01A0F79C	TMNP::Disconnect(void)
0x01A0F7A0	TFaxTool::DISTimeOut(void)
0x01A0F7A4	div_freq_table(TMNPClass5Vars *)
0x01A0F7A8	TAsyncSerTool::DoBreakFraming(void)
0x01A0F7AC	TMNP::DoCompressFile(void)
0x01A0F7B0	TSharpIRTool::DoConnectComplete(long)
0x01A0F7B4	TClassOneModem::DoControl(unsigned long, unsigned long)
0x01A0F7B8	TMNP::DoControl(unsigned long, unsigned long)
0x01A0F7BC	TSerTool::DoControl(unsigned long, unsigned long)
0x01A0F7C0	TFaxTool::DoEndPage(void)
0x01A0F7C4	TAsyncSerTool::DoGetComplete(long, unsigned char)
0x01A0F7C8	TFaxToolInterface::DoInit(TOptionArray *)
0x01A0F7CC	TSharpIRTool::DoInput(void)
0x01A0F7D0	TAsyncSerTool::DoInput(void)
0x01A0F7D4	TClassOneModem::DoKillControl(unsigned long)
0x01A0F7D8	TFaxTool::DoKillControl(unsigned long)
0x01A0F7DC	TSharpIRTool::DoListenComplete(long)
0x01A0F7E0	TIRService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7E4	TP3Service::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7E8	TFaxService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7EC	TMNPService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7F0	TAsyncService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7F4	TModemService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7F8	TFramedAsyncService::DoneStarting(TAEvent *, unsigned long, TServiceInfo *)
0x01A0F7FC	TSharpIRTool::DoOutput(void)
0x01A10800	TAsyncSerTool::DoOutput(void)
0x01A10804	TAsyncSerTool::DoPutComplete(long)
0x01A10808	TClassOneModem::DoRecvPkt(void)
0x01A1080C	TFaxTool::DoStartPage(void)
0x01A10810	TClassOneModem::DoTransPkt(void)
0x01A10814	TSharpIRTool::EmptyInputBuffer(unsigned long *)
0x01A10818	TAsyncSerTool::EmptyInputBuffer(unsigned long *)
0x01A1081C	TFramedAsyncSerTool::EmptyInputBuffer(unsigned long *)
0x01A10820	EncodeT4(unsigned char *, int, unsigned char *, int, int, int, int)
0x01A10824	TFaxToolInterface::EndPage(unsigned char, unsigned char)
0x01A10828	TMNP::EnterConnectedState(void)
0x01A1082C	TAsyncSerTool::ExtStatusInt(void)
0x01A10830	TSharpIRTool::FillOutputBuffer(void)
0x01A10834	TAsyncSerTool::FillOutputBuffer(void)
0x01A10838	TFramedAsyncSerTool::FillOutputBuffer(void)
0x01A1083C	TFIQTimer::FIQTimerInterrupt(void)
0x01A10840	TAsyncSerTool::FlushInputBytes(void)
0x01A10844	TAsyncSerTool::FlushOutputBytes(void)
0x01A10848	TFaxTool::FreeLineBuffers(void)
0x01A1084C	TFaxTool::FreeTCBuffer(void)
0x01A10850	TClassOneModem::GetBytes(CBufferList *)
0x01A10854	TMNP::GetBytes(CBufferList *)
0x01A10858	TP3Tool::GetBytes(CBufferList *)
0x01A1085C	TFaxTool::GetBytes(CBufferList *)
0x01A10860	TSerTool::GetBytes(CBufferList *)
0x01A10864	TP3Tool::GetBytesComplete(void)
0x01A10868	TClassOneModem::GetBytesImmediate(CBufferList *, long)
0x01A1086C	TMNP::GetBytesImmediate(CBufferList *, long)
0x01A10870	TSerTool::GetBytesImmediate(CBufferList *, long)
0x01A10874	TMNP::GetBytesStart(CBufferList *)
0x01A10878	TAsyncSerTool::GetChannelIntHandlers(SCCChannelInts *)
0x01A1087C	TClassOneModem::GetCommandResult(void)
0x01A11880	TClassOneModem::GetCommandResultComplete(long)
0x01A11884	TSerTool::GetCommEvent(void)
0x01A11888	TClassOneModem::GetComplete(long, unsigned char, unsigned long)
0x01A1188C	TMNP::GetComplete(long, unsigned char, unsigned long)
0x01A11890	TSerTool::GetComplete(long, unsigned char, unsigned long)
0x01A11894	GetFIQTimerObject(void)
0x01A11898	TClassOneModem::GetFramedBytes(CBufferList *)
0x01A1189C	TMNP::GetFramedBytes(CBufferList *)
0x01A118A0	TP3Tool::GetFramedBytes(CBufferList *)
0x01A118A4	TFaxTool::GetFramedBytes(CBufferList *)
0x01A118A8	TSerTool::GetFramedBytes(CBufferList *)
0x01A118AC	TFramedAsyncSerTool::GetFramingCtl(TCMOFramingParms *)
0x01A118B0	TFaxTool::GetIdentification(unsigned char const *, unsigned char *const, unsigned long)
0x01A118B4	TCMOModemProfile::GetModemString(long)
0x01A118B8	TClassOneModem::GetNextTermProc(unsigned long, unsigned long &, unsigned char (*&)(void *))
0x01A118BC	TMNP::GetNextTermProc(unsigned long, unsigned long &, unsigned char (*&)(void *))
0x01A118C0	TP3Tool::GetNextTermProc(unsigned long, unsigned long &, unsigned char (*&)(void *))
0x01A118C4	TFaxTool::GetNextTermProc(unsigned long, unsigned long &, unsigned char (*&)(void *))
0x01A118C8	TSerialEndpoint::GetProtAddr(TOptionArray *, TOptionArray *, unsigned long)
0x01A118CC	TFaxTool::GetResponse(void)
0x01A118D0	TSharpIRTool::GetSizeOf(void)
0x01A118D4	TAsyncSerTool::GetSizeOf(void)
0x01A118D8	TClassOneModem::GetSizeOf(void)
0x01A118DC	TFramedAsyncSerTool::GetSizeOf(void)
0x01A118E0	TMNP::GetSizeOf(void)
0x01A118E4	TP3Tool::GetSizeOf(void)
0x01A118E8	TFaxTool::GetSizeOf(void)
0x01A118EC	TAsyncSerTool::GetStats(TCMOSerialIOStats *)
0x01A118F0	TClassOneModem::GetToolCapabilities(void)
0x01A118F4	TSharpIRTool::GetToolName(void)
0x01A118F8	TAsyncSerTool::GetToolName(void)
0x01A118FC	TFramedAsyncSerTool::GetToolName(void)
0x01A12900	TAsyncSerTool::GPiOn(void)
0x01A12904	TAsyncSerTool::HandleCharIn(unsigned char, unsigned long)
0x01A12908	TSerialEndpoint::HandleComplete(TUMsgToken *, unsigned long *, TAEvent *)
0x01A1290C	TSharpIRTool::HandleControl(long)
0x01A12910	TSerialEndpoint::HandleControlReply(TCommToolControlPB *)
0x01A12914	TSharpIRTool::HandleData(long)
0x01A12918	TSerialEndpoint::HandleEvent(unsigned long, TAEvent *, unsigned long)
0x01A1291C	TSerialEndpoint::HandleEventReply(TCommToolEventPB *)
0x01A12920	TSerialEndpoint::HandleGetReply(TCommToolGetPB *)
0x01A12924	TSharpIRTool::HandleNegotiate(long)
0x01A12928	TP3Tool::HandlePacket(void)
0x01A1292C	TSerialEndpoint::HandlePutReply(TCommToolPutPB *)
0x01A12930	TClassOneModem::HandleReply(unsigned long, unsigned long)
0x01A12934	TP3Tool::HandleReply(unsigned long, unsigned long)
0x01A12938	TFaxTool::HandleReply(unsigned long, unsigned long)
0x01A1293C	TSharpIRTool::HandleRequest(TUMsgToken &, unsigned long)
0x01A12940	TClassOneModem::HandleRequest(TUMsgToken &, unsigned long)
0x01A12944	TMNP::HandleRequest(TUMsgToken &, unsigned long)
0x01A12948	TP3Tool::HandleRequest(TUMsgToken &, unsigned long)
0x01A1294C	TFaxTool::HandleRequest(TUMsgToken &, unsigned long)
0x01A12950	TSerTool::HandleRequest(TUMsgToken &, unsigned long)
0x01A12954	TMNP::HandleTickTimer(void)
0x01A12958	TMNP::HandleXmitAbortTimer(void)
0x01A1295C	TClassOneModem::HangUp(void)
0x01A12960	TP3Tool::HangUp(void)
0x01A12964	TFaxTool::HangUp(void)
0x01A12968	TClassOneModem::HangUpContinue(long)
0x01A1296C	TClassOneModem::HangUpModemComplete(void)
0x01A12970	TAsyncSerTool::HSKiOn(void)
0x01A12974	TFaxToolInterface::IdleProc(TUMsgToken *, unsigned long *, TAEvent *)
0x01A12978	TAsyncSerTool::IHReqHandler(void)
0x01A1297C	TAsyncSerTool::IHRequest(unsigned long)
0x01A13980	TSerTool::IHRequest(unsigned long)
0x01A13984	TMNP::InactiveTimeOut(void)
0x01A13988	TFaxToolInterface::Init(TOptionArray *, unsigned long, unsigned long)
0x01A1398C	TP3Tool::Init(void)
0x01A13990	TFaxTool::Init(void)
0x01A13994	TMNP_CCB::Init(void)
0x01A13998	TFIQTimer::Init(void)
0x01A1399C	TFaxToolInterface::InitConnect(unsigned char *, unsigned long)
0x01A139A0	TMNP::InitConnectParms(void)
0x01A139A4	TFIQTimer::InitFIQTimer(FIQTimer *)
0x01A139A8	TMNP::InitFrameBufs(void)
0x01A139AC	TSerialEndpoint::InitGetPBList(void)
0x01A139B0	InitializeCommHardware(void)
0x01A139B4	TFIQTimer::InitializeFIQTimers(void)
0x01A139B8	TSerialEndpoint::InitPending(void)
0x01A139BC	TClassOneModem::InitPhoneNumberInfo(void)
0x01A139C0	TSerialEndpoint::InitPutPBList(void)
0x01A139C4	TP3Tool::InitState(void)
0x01A139C8	Internal_dte_to_char(unsigned long, unsigned char)
0x01A139CC	Internal_putByte(unsigned long, unsigned char)
0x01A139D0	TClassOneModem::IToARegisterValue(unsigned char, unsigned char *)
0x01A139D4	TAsyncSerTool::KillGet(void)
0x01A139D8	TClassOneModem::KillGet(void)
0x01A139DC	TFramedAsyncSerTool::KillGet(void)
0x01A139E0	TMNP::KillGet(void)
0x01A139E4	TP3Tool::KillGet(void)
0x01A139E8	TFaxTool::KillGet(void)
0x01A139EC	TClassOneModem::KillGetComplete(long)
0x01A139F0	TMNP::KillGetComplete(long)
0x01A139F4	TSerialEndpoint::KillKillKill(unsigned long, TUAsyncMessage *)
0x01A139F8	TP3Tool::KillModemRequest(unsigned long, CommToolRequestType, unsigned long)
0x01A139FC	TFaxTool::KillModemRequest(unsigned long, CommToolRequestType, unsigned long)
0x01A14A00	TAsyncSerTool::KillPut(void)
0x01A14A04	TClassOneModem::KillPut(void)
0x01A14A08	TFramedAsyncSerTool::KillPut(void)
0x01A14A0C	TMNP::KillPut(void)
0x01A14A10	TP3Tool::KillPut(void)
0x01A14A14	TFaxTool::KillPut(void)
0x01A14A18	TClassOneModem::KillPutComplete(long)
0x01A14A1C	TMNP::KillPutComplete(long)
0x01A14A20	TP3Tool::KillTimer(void)
0x01A14A24	TFaxTool::KillTimer(void)
0x01A14A28	TMNP::KillWrite(void)
0x01A14A2C	TSerialEndpoint::Listen(TOptionArray *, TOptionArray *, CBufferSegment *, long *, unsigned long)
0x01A14A30	TSharpIRTool::ListenStart(void)
0x01A14A34	TClassOneModem::ListenStart(void)
0x01A14A38	TMNP::ListenStart(void)
0x01A14A3C	MNPC5Close(TMNPClass5Vars *)
0x01A14A40	MNPC5CompressHook(TMNPClass5Vars *, unsigned char)
0x01A14A44	MNPC5DecompressHook(TMNPClass5Vars *, unsigned char)
0x01A14A48	MNPC5FlushHook(TMNPClass5Vars *, unsigned char)
0x01A14A4C	MNPC5Init(TMNPClass5Vars *, void (*)(unsigned long, unsigned char), void (*)(unsigned long, unsigned char), long)
0x01A14A50	MNPC5Open(TMNPClass5Vars **)
0x01A14A54	TMNP::MNPCompressOut(unsigned char)
0x01A14A58	TMNP::MNPDecompressOut(unsigned char)
0x01A14A5C	TMNP::MNPNilFlush(void)
0x01A14A60	TClassOneModem::ModemCommandComplete(long)
0x01A14A64	TP3Tool::ModemCommandComplete(void)
0x01A14A68	TP3Tool::ModemConnectComplete(void)
0x01A14A6C	TFaxTool::ModemReqComplete(void)
0x01A14A70	TIRService::New(void)
0x01A14A74	TP3Service::New(void)
0x01A14A78	TFaxService::New(void)
0x01A14A7C	TMNPService::New(void)
0x01A15A80	TAsyncService::New(void)
0x01A15A84	TModemService::New(void)
0x01A15A88	TSerialEndpoint::New(void)
0x01A15A8C	TFramedAsyncService::New(void)
0x01A15A90	TSharpIRTool::NextState(IREvent)
0x01A15A94	TSerialEndpoint::NukeGetPBList(void)
0x01A15A98	TSerialEndpoint::NukePending(void)
0x01A15A9C	TSerialEndpoint::NukePutPBList(void)
0x01A15AA0	TSerialEndpoint::Open(unsigned long)
0x01A15AA4	TMNP::OpenAlloc(void)
0x01A15AA8	TFaxToolInterface::OpenSession(TOptionArray *, unsigned char *, unsigned long, unsigned char)
0x01A15AAC	TClassOneModem::OpenStart(TOptionArray *)
0x01A15AB0	TP3Tool::OpenStart(TOptionArray *)
0x01A15AB4	TFaxTool::OpenStart(TOptionArray *)
0x01A15AB8	TSerialEndpoint::OptMgmt(unsigned long, TOptionArray *, unsigned long)
0x01A15ABC	outputRun(unsigned char *&, unsigned char *, int, unsigned char, unsigned long &, int &)
0x01A15AC0	TAsyncSerTool::OutputStopped(void)
0x01A15AC4	TMNP::ParamNegotiation(unsigned char)
0x01A15AC8	TFaxTool::PhaseAComplete(long)
0x01A15ACC	TFaxTool::PhaseAConnectModem(long)
0x01A15AD0	TFaxTool::PhaseAModemReqComplete(long)
0x01A15AD4	TFaxTool::PhaseBGetInitialID(long)
0x01A15AD8	TFaxTool::PhaseBGetResponse(long)
0x01A15ADC	TFaxTool::PhaseBPktComplete(long)
0x01A15AE0	TFaxTool::PhaseBProcessDCSResponse(void)
0x01A15AE4	TFaxTool::PhaseBProcessDTCResponse(void)
0x01A15AE8	TFaxTool::PhaseBProcessInitialID(void)
0x01A15AEC	TFaxTool::PhaseBPutCommandToRcv(long)
0x01A15AF0	TFaxTool::PhaseBWaitForSignalGone(long)
0x01A15AF4	TFaxTool::PhaseCPktComplete(long)
0x01A15AF8	TFaxTool::PhaseDGetResponse(long)
0x01A15AFC	TFaxTool::PhaseDPktComplete(long)
0x01A16B00	TFaxTool::PhaseDProcessEOPResponse(void)
0x01A16B04	TFaxTool::PhaseDProcessMPSResponse(void)
0x01A16B08	TFaxTool::PhaseDProcessResponse(long)
0x01A16B0C	TFaxTool::PhaseDWaitForSignalGone(long)
0x01A16B10	TFaxTool::PhaseEPktComplete(long)
0x01A16B14	TClassOneModem::PostCommEvent(TCommToolGetEventReply &, long)
0x01A16B18	TFaxToolInterface::PostConnect(unsigned char)
0x01A16B1C	TSerialEndpoint::PostEventRequest(TCommToolEventPB *)
0x01A16B20	TP3Tool::PostGetBytes(CBufferList *)
0x01A16B24	TFaxTool::PostModemCommand(unsigned long)
0x01A16B28	TP3Tool::PostPutBytes(CBufferList *)
0x01A16B2C	TSerTool::PostSerialEvent(void)
0x01A16B30	TP3Tool::PostTimer(unsigned long, unsigned long, TimeUnits)
0x01A16B34	TFaxTool::PostTimer(unsigned long, unsigned long, TimeUnits)
0x01A16B38	TSerTool::PowerOnEvent(unsigned long)
0x01A16B3C	TClassOneModem::PrepareCommand(unsigned long)
0x01A16B40	TSharpIRTool::PrepControlPacket(unsigned char)
0x01A16B44	TSharpIRTool::PrepDataPacket(void)
0x01A16B48	TSharpIRTool::PrepNegotiatePacket(unsigned char, unsigned char, unsigned char)
0x01A16B4C	TFaxToolInterface::PrintBand(unsigned char *, unsigned long, unsigned long, unsigned long, unsigned char)
0x01A16B50	TMNP::ProcessLA(void)
0x01A16B54	TClassOneModem::PutBytes(CBufferList *)
0x01A16B58	TMNP::PutBytes(CBufferList *)
0x01A16B5C	TP3Tool::PutBytes(CBufferList *)
0x01A16B60	TFaxTool::PutBytes(CBufferList *)
0x01A16B64	TSerTool::PutBytes(CBufferList *)
0x01A16B68	TP3Tool::PutBytesComplete(void)
0x01A16B6C	TClassOneModem::PutCommand(void)
0x01A16B70	TClassOneModem::PutCommandComplete(long)
0x01A16B74	TClassOneModem::PutComplete(long, unsigned long)
0x01A16B78	TMNP::PutComplete(long, unsigned long)
0x01A16B7C	TSerTool::PutComplete(long, unsigned long)
0x01A17B80	TClassOneModem::PutEscapeCmd(void)
0x01A17B84	TClassOneModem::PutFramedBytes(CBufferList *, unsigned char)
0x01A17B88	TMNP::PutFramedBytes(CBufferList *, unsigned char)
